GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17
1400000US01003011202,01003011202,"Census Tract 112.02, Baldwin County, Alabama",2349,225,215,146,183,174,201,132,133,128,168,201,208,93,79,22,41
1400000US01003011300,01003011300,"Census Tract 113, Baldwin County, Alabama",1461,78,56,85,52,120,64,132,51,52,133,163,236,67,42,71,59
1400000US01003011401,01003011401,"Census Tract 114.01, Baldwin County, Alabama",2678,270,227,182,251,146,172,209,192,195,164,315,196,63,33,20,43
1400000US01003011403,01003011403,"Census Tract 114.03, Baldwin County, Alabama",1855,162,172,103,101,180,147,144,128,102,166,174,89,41,52,48,46
1400000US01003011404,01003011404,"Census Tract 114.04, Baldwin County, Alabama",4633,368,282,347,369,278,300,304,236,179,453,519,458,159,133,115,133
1400000US01003011500,01003011500,"Census Tract 115, Baldwin County, Alabama",4154,407,341,282,328,404,367,311,264,181,372,310,312,138,56,38,43
1400000US01003011600,01003011600,"Census Tract 116, Baldwin County, Alabama",4521,396,288,392,331,360,441,348,357,276,390,376,292,130,46,30,68
1400000US01005950100,01005950100,"Census Tract 9501, Barbour County, Alabama",1437,207,126,142,99,53,108,81,56,133,118,100,79,81,14,34,6
1400000US01005950200,01005950200,"Census Tract 9502, Barbour County, Alabama",1205,387,127,86,68,96,63,80,57,34,82,60,38,9,6,4,8
1400000US01005950300,01005950300,"Census Tract 9503, Barbour County, Alabama",816,220,79,66,108,62,36,31,31,36,56,30,26,15,9,8,3
1400000US01005950400,01005950400,"Census Tract 9504, Barbour County, Alabama",1180,378,128,121,73,72,73,35,60,46,73,35,51,9,8,1,17
1400000US01005950500,01005950500,"Census Tract 9505, Barbour County, Alabama",1437,276,125,80,117,138,92,90,90,59,117,86,117,23,15,6,6
1400000US01005950600,01005950600,"Census Tract 9506, Barbour County, Alabama",900,202,124,47,91,109,24,33,26,55,81,46,41,10,6,0,5
1400000US01005950700,01005950700,"Census Tract 9507, Barbour County, Alabama",677,145,73,50,77,22,34,14,31,22,34,32,69,28,19,11,16
1400000US01005950800,01005950800,"Census Tract 9508, Barbour County, Alabama",948,136,60,87,86,52,52,61,66,30,73,84,85,23,10,30,13
1400000US01005950900,01005950900,"Census Tract 9509, Barbour County, Alabama",1832,474,267,124,143,124,121,98,69,65,92,113,70,23,28,9,12
1400000US01007010000,01007010000,"Census Tract 100, Bibb County, Alabama",2848,297,299,217,240,194,215,243,202,142,216,256,194,89,17,5,22
1400000US01007010100,01007010100,"Census Tract 101, Bibb County, Alabama",2548,641,262,202,235,142,134,102,129,98,183,162,192,41,8,17,0
1400000US01007010200,01007010200,"Census Tract 102, Bibb County, Alabama",1987,219,137,133,161,125,166,151,148,139,186,198,163,45,11,0,5
1400000US01009050101,01009050101,"Census Tract 501.01, Blount County, Alabama",2581,441,187,168,205,184,235,139,173,165,211,192,187,33,20,21,20
1400000US01009050102,01009050102,"Census Tract 501.02, Blount County, Alabama",2523,357,259,173,192,187,230,110,170,71,165,197,209,126,48,23,6
1400000US01009050200,01009050200,"Census Tract 502, Blount County, Alabama",1186,124,70,83,60,108,56,116,69,86,151,113,85,29,25,4,7
1400000US01009050300,01009050300,"Census Tract 503, Blount County, Alabama",1935,309,151,148,164,157,140,84,116,100,186,153,124,46,14,25,18
1400000US01009050400,01009050400,"Census Tract 504, Blount County, Alabama",1781,232,113,174,171,185,122,140,111,104,128,148,88,46,0,12,7
1400000US01009050500,01009050500,"Census Tract 505, Blount County, Alabama",2597,401,214,219,170,215,207,114,176,183,225,212,166,69,7,16,3
1400000US01009050600,01009050600,"Census Tract 506, Blount County, Alabama",3714,283,230,224,145,230,384,291,201,120,390,632,394,82,61,20,27
1400000US01009050700,01009050700,"Census Tract 507, Blount County, Alabama",2836,230,199,139,184,261,184,228,186,153,314,389,224,86,29,12,18
1400000US01011952100,01011952100,"Census Tract 9521, Bullock County, Alabama",678,216,84,68,56,31,20,46,34,22,26,18,19,20,10,0,8
1400000US01011952200,01011952200,"Census Tract 9522, Bullock County, Alabama",2183,698,283,155,201,157,98,120,91,38,101,108,93,26,9,0,5
1400000US01011952300,01011952300,"Census Tract 9523, Bullock County, Alabama",416,77,63,0,22,6,60,45,13,14,68,18,19,0,5,0,6
1400000US01011952400,01011952400,"Census Tract 9524, Bullock County, Alabama",716,167,44,82,74,56,69,28,46,29,48,20,39,6,8,0,0
1400000US01013952700,01013952700,"Census Tract 9527, Butler County, Alabama",863,185,88,81,95,76,58,35,27,20,46,61,24,11,7,5,44
1400000US01013952800,01013952800,"Census Tract 9528, Butler County, Alabama",636,58,17,37,54,65,50,47,72,39,64,38,37,30,0,6,22
1400000US01013952900,01013952900,"Census Tract 9529, Butler County, Alabama",700,117,79,95,73,38,31,28,38,19,37,61,24,27,0,25,8
1400000US01013953000,01013953000,"Census Tract 9530, Butler County, Alabama",646,89,76,78,89,64,35,29,19,6,77,31,19,14,7,13,0
1400000US01013953100,01013953100,"Census Tract 9531, Butler County, Alabama",1187,392,115,116,82,96,99,61,56,12,46,41,29,8,6,8,20
1400000US01013953200,01013953200,"Census Tract 9532, Butler County, Alabama",1740,437,144,146,167,44,115,110,103,79,122,98,124,36,0,0,15
1400000US01013953300,01013953300,"Census Tract 9533, Butler County, Alabama",765,108,78,60,57,59,84,60,61,15,61,24,66,4,8,5,15
1400000US01013953400,01013953400,"Census Tract 9534, Butler County, Alabama",1195,296,147,111,124,65,84,58,79,33,68,51,37,3,25,5,9
1400000US01013953500,01013953500,"Census Tract 9535, Butler County, Alabama",654,127,96,67,45,47,30,29,46,40,55,34,23,2,2,0,11
1400000US01015000100,01015000100,"Census Tract 1, Calhoun County, Alabama",965,191,109,117,78,79,56,50,101,19,28,65,51,0,0,8,13
1400000US01015000200,01015000200,"Census Tract 2, Calhoun County, Alabama",1458,203,198,126,162,111,155,112,59,63,69,60,63,19,17,12,29
1400000US01015000300,01015000300,"Census Tract 3, Calhoun County, Alabama",1406,391,196,157,155,78,76,109,37,23,70,53,51,5,0,5,0
1400000US01015000400,01015000400,"Census Tract 4, Calhoun County, Alabama",1157,249,191,106,69,80,100,102,31,22,42,49,71,21,11,10,3
1400000US01015000500,01015000500,"Census Tract 5, Calhoun County, Alabama",1028,416,158,86,95,71,48,21,29,34,36,9,4,0,8,13,0
1400000US01015000600,01015000600,"Census Tract 6, Calhoun County, Alabama",838,390,105,52,59,29,28,18,22,13,41,43,32,6,0,0,0
1400000US01015000800,01015000800,"Census Tract 8, Calhoun County, Alabama",680,186,76,69,58,37,20,26,29,57,51,16,32,4,9,0,10
1400000US01015000900,01015000900,"Census Tract 9, Calhoun County, Alabama",1711,222,113,109,105,103,71,61,102,108,90,196,127,108,51,50,95
1400000US01015001000,01015001000,"Census Tract 10, Calhoun County, Alabama",2430,149,120,111,114,220,230,178,126,114,170,259,270,177,33,62,97
1400000US01015001100,01015001100,"Census Tract 11, Calhoun County, Alabama",2386,239,199,138,144,136,171,130,115,187,233,293,201,133,15,28,24
1400000US01015001200,01015001200,"Census Tract 12, Calhoun County, Alabama",3026,402,317,277,177,270,194,158,171,181,256,268,218,72,29,28,8
1400000US01015001300,01015001300,"Census Tract 13, Calhoun County, Alabama",1044,241,118,124,95,79,67,100,68,35,16,64,16,0,0,0,21
1400000US01015001400,01015001400,"Census Tract 14, Calhoun County, Alabama",1399,186,126,170,86,128,106,119,80,66,133,107,58,25,4,5,0
1400000US01015001500,01015001500,"Census Tract 15, Calhoun County, Alabama",2173,209,186,195,208,180,132,157,135,106,162,246,121,90,21,14,11
1400000US01015001600,01015001600,"Census Tract 16, Calhoun County, Alabama",1554,152,145,103,145,152,116,147,130,94,112,102,88,32,0,10,26
1400000US01015001700,01015001700,"Census Tract 17, Calhoun County, Alabama",2627,127,112,191,175,223,225,192,175,172,339,284,237,73,14,47,41
1400000US01015001800,01015001800,"Census Tract 18, Calhoun County, Alabama",2621,262,219,189,253,169,248,184,218,101,279,196,153,80,16,26,28
1400000US01015001900,01015001900,"Census Tract 19, Calhoun County, Alabama",9,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0
1400000US01015002000,01015002000,"Census Tract 20, Calhoun County, Alabama",2114,170,205,141,212,121,200,135,203,77,167,248,177,13,21,24,0
1400000US01015002101,01015002101,"Census Tract 21.01, Calhoun County, Alabama",818,320,112,124,80,32,45,24,14,7,22,18,13,7,0,0,0
1400000US01015002102,01015002102,"Census Tract 21.02, Calhoun County, Alabama",1165,147,63,43,64,65,40,47,33,88,103,159,155,68,33,44,13
1400000US01015002103,01015002103,"Census Tract 21.03, Calhoun County, Alabama",1884,453,165,216,183,108,86,112,88,67,120,102,94,33,22,24,11
1400000US01015002200,01015002200,"Census Tract 22, Calhoun County, Alabama",1607,213,160,115,197,132,121,144,66,72,160,55,94,49,24,0,5
1400000US01015002300,01015002300,"Census Tract 23, Calhoun County, Alabama",1682,338,168,174,178,139,70,105,123,96,113,78,40,25,11,5,19
1400000US01015002400,01015002400,"Census Tract 24, Calhoun County, Alabama",1690,191,103,179,132,93,106,139,91,79,186,148,145,40,23,20,15
1400000US01015002501,01015002501,"Census Tract 25.01, Calhoun County, Alabama",2506,225,138,141,181,202,187,168,222,129,264,270,204,76,49,41,9
1400000US01015002502,01015002502,"Census Tract 25.02, Calhoun County, Alabama",1730,228,120,109,108,172,142,153,116,61,233,124,83,61,0,8,12
1400000US01015002600,01015002600,"Census Tract 26, Calhoun County, Alabama",1672,230,121,142,119,117,111,112,125,73,179,200,55,40,15,13,20
1400000US01017953800,01017953800,"Census Tract 9538, Chambers County, Alabama",1503,253,85,161,152,141,77,80,122,97,120,101,88,5,0,12,9
1400000US01017953900,01017953900,"Census Tract 9539, Chambers County, Alabama",1394,295,117,127,94,61,65,76,113,55,105,140,64,28,13,15,26
1400000US01017954000,01017954000,"Census Tract 9540, Chambers County, Alabama",2719,547,234,280,192,201,179,169,173,127,205,216,113,41,28,6,8
1400000US01017954200,01017954200,"Census Tract 9542, Chambers County, Alabama",1410,174,115,126,90,141,133,80,93,73,99,135,98,20,0,15,18
1400000US01017954300,01017954300,"Census Tract 9543, Chambers County, Alabama",1682,244,158,128,94,131,107,145,141,114,124,95,124,17,0,24,36
1400000US01017954400,01017954400,"Census Tract 9544, Chambers County, Alabama",632,132,59,86,75,35,51,51,52,23,28,29,7,0,0,0,4
1400000US01017954500,01017954500,"Census Tract 9545, Chambers County, Alabama",1785,373,199,111,132,101,111,132,143,48,145,138,84,44,5,8,11
1400000US01017954600,01017954600,"Census Tract 9546, Chambers County, Alabama",1522,200,177,107,158,132,91,80,109,103,121,140,70,18,0,8,8
1400000US01017954700,01017954700,"Census Tract 9547, Chambers County, Alabama",1898,278,195,184,124,142,151,144,124,82,181,180,57,41,0,9,6
1400000US01019955700,01019955700,"Census Tract 9557, Cherokee County, Alabama",2755,394,295,292,201,213,222,253,128,131,268,174,120,35,11,4,14
1400000US01019955800,01019955800,"Census Tract 9558, Cherokee County, Alabama",1928,197,171,180,171,120,201,155,143,144,126,135,110,13,34,22,6
1400000US01019955900,01019955900,"Census Tract 9559, Cherokee County, Alabama",1638,265,232,109,159,134,79,35,110,81,88,137,159,25,14,0,11
1400000US01019956000,01019956000,"Census Tract 9560, Cherokee County, Alabama",1523,292,131,81,120,150,91,101,86,78,133,100,96,37,15,12,0
1400000US01019956100,01019956100,"Census Tract 9561, Cherokee County, Alabama",1874,183,191,124,160,151,189,168,104,96,174,152,81,65,0,26,10
1400000US01021060101,01021060101,"Census Tract 601.01, Chilton County, Alabama",1891,311,210,149,148,151,133,98,36,97,252,111,128,30,29,5,3
1400000US01021060102,01021060102,"Census Tract 601.02, Chilton County, Alabama",2180,353,270,117,129,158,181,199,111,61,151,196,155,65,8,18,8
1400000US01021060200,01021060200,"Census Tract 602, Chilton County, Alabama",1025,137,84,57,71,53,31,106,71,70,119,98,82,23,11,0,12
1400000US01021060300,01021060300,"Census Tract 603, Chilton County, Alabama",1305,206,110,73,82,60,107,81,94,89,104,147,86,37,11,0,18
1400000US01021060401,01021060401,"Census Tract 604.01, Chilton County, Alabama",1928,255,152,112,103,189,155,163,134,75,215,136,149,47,18,2,23
1400000US01021060402,01021060402,"Census Tract 604.02, Chilton County, Alabama",2852,278,149,235,264,277,230,171,152,187,271,228,285,58,53,2,12
1400000US01021060500,01021060500,"Census Tract 605, Chilton County, Alabama",1207,203,122,71,87,72,104,72,60,35,111,132,95,34,2,0,7
1400000US01021060600,01021060600,"Census Tract 606, Chilton County, Alabama",1135,154,76,76,109,86,93,63,67,75,122,127,62,25,0,0,0
1400000US01021060700,01021060700,"Census Tract 607, Chilton County, Alabama",1747,240,168,149,158,206,147,120,94,70,155,106,90,26,12,6,0
1400000US01023956700,01023956700,"Census Tract 9567, Choctaw County, Alabama",1550,375,226,173,131,130,75,40,91,55,62,78,47,29,25,2,11
1400000US01023956800,01023956800,"Census Tract 9568, Choctaw County, Alabama",2133,422,174,179,211,157,106,147,97,94,107,165,160,63,15,8,28
1400000US01023956900,01023956900,"Census Tract 9569, Choctaw County, Alabama",1673,280,250,133,85,96,88,84,90,71,155,134,102,55,12,3,35
1400000US01023957000,01023957000,"Census Tract 9570, Choctaw County, Alabama",988,191,167,107,89,48,62,88,23,25,85,44,31,15,2,3,8
1400000US01025957500,01025957500,"Census Tract 9575, Clarke County, Alabama",745,117,75,83,40,39,65,40,37,49,70,72,43,15,0,0,0
1400000US01025957600,01025957600,"Census Tract 9576, Clarke County, Alabama",2701,511,269,170,268,205,147,138,125,126,205,220,195,86,9,19,8
1400000US01025957700,01025957700,"Census Tract 9577, Clarke County, Alabama",673,166,77,30,93,75,28,25,58,5,42,33,29,9,0,0,3
1400000US01025957800,01025957800,"Census Tract 9578, Clarke County, Alabama",2349,523,223,316,186,133,102,139,82,98,117,144,161,104,14,3,4
1400000US01025957901,01025957901,"Census Tract 9579.01, Clarke County, Alabama",1339,146,137,125,110,80,53,58,58,57,122,193,117,45,10,28,0
1400000US01025957902,01025957902,"Census Tract 9579.02, Clarke County, Alabama",1744,327,188,107,125,73,130,112,65,73,133,111,155,64,18,20,43
1400000US01025958000,01025958000,"Census Tract 9580, Clarke County, Alabama",1087,240,89,98,117,55,86,52,51,26,88,94,64,6,0,16,5
1400000US01027958900,01027958900,"Census Tract 9589, Clay County, Alabama",2208,342,192,197,226,236,148,175,97,122,153,168,95,22,20,13,2
1400000US01027959000,01027959000,"Census Tract 9590, Clay County, Alabama",1376,286,170,97,152,91,89,94,64,100,81,49,88,15,0,0,0
1400000US01027959100,01027959100,"Census Tract 9591, Clay County, Alabama",1252,165,105,104,135,120,156,70,89,68,106,61,54,9,5,0,5
1400000US01027959200,01027959200,"Census Tract 9592, Clay County, Alabama",934,151,76,111,57,86,55,73,42,38,95,77,46,0,12,0,15
1400000US01029959500,01029959500,"Census Tract 9595, Cleburne County, Alabama",862,117,68,68,61,66,92,68,83,34,79,68,39,6,0,2,11
1400000US01029959600,01029959600,"Census Tract 9596, Cleburne County, Alabama",1581,263,130,154,165,120,116,72,111,59,94,134,109,25,11,18,0
1400000US01029959700,01029959700,"Census Tract 9597, Cleburne County, Alabama",1453,185,122,76,155,122,121,152,59,73,126,143,55,31,24,0,9
1400000US01029959800,01029959800,"Census Tract 9598, Cleburne County, Alabama",1720,215,221,180,127,109,163,129,110,72,153,97,83,35,8,15,3
1400000US01031010100,01031010100,"Census Tract 101, Coffee County, Alabama",725,101,88,62,74,35,92,77,31,24,79,35,19,0,0,8,0
1400000US01031010200,01031010200,"Census Tract 102, Coffee County, Alabama",737,125,77,32,83,73,49,63,19,62,45,46,37,12,6,8,0
1400000US01031010300,01031010300,"Census Tract 103, Coffee County, Alabama",1485,181,116,150,108,115,149,59,70,69,103,153,110,43,14,32,13
1400000US01031010400,01031010400,"Census Tract 104, Coffee County, Alabama",947,150,74,98,95,69,79,89,43,40,87,41,39,16,0,15,12
1400000US01031010500,01031010500,"Census Tract 105, Coffee County, Alabama",1809,369,126,197,136,129,165,131,100,69,82,101,110,33,20,11,30
1400000US01031010600,01031010600,"Census Tract 106, Coffee County, Alabama",648,94,54,39,73,52,50,69,27,34,53,36,24,13,11,14,5
1400000US01031010700,01031010700,"Census Tract 107, Coffee County, Alabama",921,95,46,116,87,54,93,73,44,58,54,86,61,11,26,6,11
1400000US01031010800,01031010800,"Census Tract 108, Coffee County, Alabama",858,59,55,63,63,85,40,58,71,36,113,90,87,14,0,5,19
1400000US01031010900,01031010900,"Census Tract 109, Coffee County, Alabama",903,150,92,123,69,94,99,45,51,33,41,39,38,4,13,8,4
1400000US01031011000,01031011000,"Census Tract 110, Coffee County, Alabama",1096,167,98,137,119,100,61,70,112,53,61,37,66,5,3,0,7
1400000US01031011100,01031011100,"Census Tract 111, Coffee County, Alabama",865,45,32,112,100,38,56,65,67,46,70,81,90,12,6,27,18
1400000US01031011201,01031011201,"Census Tract 112.01, Coffee County, Alabama",2107,77,56,60,103,106,99,91,90,107,173,329,396,211,97,43,69
1400000US01031011202,01031011202,"Census Tract 112.02, Coffee County, Alabama",2757,155,206,163,135,171,284,237,185,190,288,267,321,62,42,34,17
1400000US01031011300,01031011300,"Census Tract 113, Coffee County, Alabama",1586,378,262,204,142,71,102,61,27,42,119,81,38,35,5,0,19
1400000US01033020100,01033020100,"Census Tract 201, Colbert County, Alabama",1711,321,196,117,189,164,98,97,60,107,106,128,66,24,5,15,18
1400000US01033020200,01033020200,"Census Tract 202, Colbert County, Alabama",924,99,144,62,83,86,88,41,48,83,57,42,48,38,0,0,5
1400000US01033020300,01033020300,"Census Tract 203, Colbert County, Alabama",939,324,107,112,88,54,49,64,25,33,34,18,23,8,0,0,0
1400000US01033020400,01033020400,"Census Tract 204, Colbert County, Alabama",632,36,6,39,34,20,43,69,59,25,96,52,83,44,21,5,0
1400000US01033020500,01033020500,"Census Tract 205, Colbert County, Alabama",2106,324,134,184,234,204,101,98,81,177,109,145,152,87,53,9,14
1400000US01033020600,01033020600,"Census Tract 206, Colbert County, Alabama",1740,391,197,107,169,72,124,79,67,74,141,92,126,48,18,11,24
1400000US01033020701,01033020701,"Census Tract 207.01, Colbert County, Alabama",2338,290,195,239,172,146,172,101,113,100,186,233,236,84,16,15,40
1400000US01033020702,01033020702,"Census Tract 207.02, Colbert County, Alabama",3586,260,195,252,265,194,229,353,301,185,394,341,318,202,42,37,18
1400000US01033020801,01033020801,"Census Tract 208.01, Colbert County, Alabama",1757,170,115,104,116,91,164,146,90,160,130,259,129,30,11,7,35
1400000US01033020802,01033020802,"Census Tract 208.02, Colbert County, Alabama",1606,299,171,138,176,151,121,74,60,98,141,58,62,38,2,11,6
1400000US01033020900,01033020900,"Census Tract 209, Colbert County, Alabama",3341,478,319,256,298,228,244,248,168,185,266,291,203,65,16,48,28
1400000US01033021000,01033021000,"Census Tract 210, Colbert County, Alabama",1808,272,137,144,141,215,124,96,97,93,123,158,103,36,15,23,31
1400000US01035960200,01035960200,"Census Tract 9602, Conecuh County, Alabama",780,163,34,85,71,57,31,96,61,25,75,50,21,11,0,0,0
1400000US01035960300,01035960300,"Census Tract 9603, Conecuh County, Alabama",788,125,104,60,74,48,52,51,54,37,55,58,41,26,0,0,3
1400000US01035960400,01035960400,"Census Tract 9604, Conecuh County, Alabama",1488,438,209,109,112,87,76,101,96,35,66,77,48,11,10,11,2
1400000US01035960500,01035960500,"Census Tract 9605, Conecuh County, Alabama",729,211,64,48,120,44,43,35,38,15,30,31,28,12,0,0,10
1400000US01035960600,01035960600,"Census Tract 9606, Conecuh County, Alabama",1990,550,205,143,168,115,114,112,61,84,121,84,122,23,36,40,12
1400000US01037961000,01037961000,"Census Tract 9610, Coosa County, Alabama",1634,309,175,177,164,136,118,150,76,76,64,104,47,4,5,14,15
1400000US01037961100,01037961100,"Census Tract 9611, Coosa County, Alabama",1658,238,104,144,177,144,84,101,120,108,150,103,129,34,7,0,15
1400000US01037961200,01037961200,"Census Tract 9612, Coosa County, Alabama",1402,164,132,99,98,95,122,114,64,93,176,122,53,41,6,7,16
1400000US01039961600,01039961600,"Census Tract 9616, Covington County, Alabama",1623,197,210,161,156,173,64,67,71,93,132,138,109,12,10,22,8
1400000US01039961700,01039961700,"Census Tract 9617, Covington County, Alabama",1777,311,222,141,173,181,131,86,108,74,126,119,45,32,18,6,4
1400000US01039961800,01039961800,"Census Tract 9618, Covington County, Alabama",1218,254,157,128,70,87,73,45,46,56,98,104,39,9,13,7,32
1400000US01039961900,01039961900,"Census Tract 9619, Covington County, Alabama",905,149,95,43,61,76,61,93,40,28,47,100,49,28,14,7,14
1400000US01039962000,01039962000,"Census Tract 9620, Covington County, Alabama",1731,296,137,180,109,103,120,111,123,82,138,125,92,61,14,21,19
1400000US01039962100,01039962100,"Census Tract 9621, Covington County, Alabama",820,190,116,68,66,108,63,23,24,13,25,30,44,17,0,7,26
1400000US01039962300,01039962300,"Census Tract 9623, Covington County, Alabama",1233,162,160,97,129,104,85,68,23,65,117,110,65,23,8,6,11
1400000US01039962400,01039962400,"Census Tract 9624, Covington County, Alabama",1404,184,120,77,149,147,111,75,84,52,131,82,98,27,25,13,29
1400000US01039962500,01039962500,"Census Tract 9625, Covington County, Alabama",655,74,56,62,71,71,57,35,32,39,71,39,34,14,0,0,0
1400000US01039962600,01039962600,"Census Tract 9626, Covington County, Alabama",646,140,78,89,68,55,24,39,28,18,52,35,5,7,8,0,0
1400000US01039962700,01039962700,"Census Tract 9627, Covington County, Alabama",706,193,79,70,49,61,60,36,17,13,46,30,14,14,11,0,13
1400000US01039962800,01039962800,"Census Tract 9628, Covington County, Alabama",682,128,74,30,69,50,50,60,47,37,52,47,26,6,0,0,6
1400000US01039962900,01039962900,"Census Tract 9629, Covington County, Alabama",681,103,66,89,61,66,63,56,22,14,36,36,49,18,2,0,0
1400000US01039963000,01039963000,"Census Tract 9630, Covington County, Alabama",1558,376,219,234,179,121,64,88,49,35,55,65,43,7,8,6,9
1400000US01041963400,01041963400,"Census Tract 9634, Crenshaw County, Alabama",799,176,83,85,57,59,51,24,86,55,14,39,41,2,14,0,13
1400000US01041963500,01041963500,"Census Tract 9635, Crenshaw County, Alabama",680,94,51,57,34,92,46,51,86,33,46,51,23,11,5,0,0
1400000US01041963600,01041963600,"Census Tract 9636, Crenshaw County, Alabama",1290,275,155,124,116,87,93,95,61,60,72,54,60,25,0,0,13
1400000US01041963700,01041963700,"Census Tract 9637, Crenshaw County, Alabama",1419,303,100,82,109,126,76,69,90,90,115,109,73,52,19,0,6
1400000US01041963800,01041963800,"Census Tract 9638, Crenshaw County, Alabama",772,187,92,91,53,71,40,78,23,22,19,49,27,5,2,11,2
1400000US01041963900,01041963900,"Census Tract 9639, Crenshaw County, Alabama",613,106,83,68,60,112,41,25,3,20,11,36,22,6,0,7,13
1400000US01043964100,01043964100,"Census Tract 9641, Cullman County, Alabama",2241,334,217,188,190,211,160,136,173,81,160,157,98,29,33,41,33
1400000US01043964200,01043964200,"Census Tract 9642, Cullman County, Alabama",2719,353,124,246,145,308,220,160,166,165,287,302,131,72,5,20,15
1400000US01043964300,01043964300,"Census Tract 9643, Cullman County, Alabama",1932,224,132,148,119,164,192,129,120,57,138,216,141,81,44,17,10
1400000US01043964400,01043964400,"Census Tract 9644, Cullman County, Alabama",1479,183,144,143,115,93,99,115,78,101,81,149,85,32,20,27,14
1400000US01043964500,01043964500,"Census Tract 9645, Cullman County, Alabama",1717,280,142,164,179,121,135,111,110,93,143,110,65,37,11,11,5
1400000US01043964600,01043964600,"Census Tract 9646, Cullman County, Alabama",1348,157,145,115,110,82,81,134,84,79,91,94,93,32,10,25,16
1400000US01043964700,01043964700,"Census Tract 9647, Cullman County, Alabama",1701,222,109,197,162,146,120,100,167,43,106,164,103,35,10,12,5
