GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17
1400000US01005950500,01005950500,"Census Tract 9505, Barbour County, Alabama",3655,3639,2717,853,33,9,0,0,27,16,10,1,0,0,0,3,2
1400000US01005950600,01005950600,"Census Tract 9506, Barbour County, Alabama",2312,2272,1312,942,2,3,0,1,12,40,4,5,1,0,0,30,0
1400000US01005950700,01005950700,"Census Tract 9507, Barbour County, Alabama",1883,1873,917,939,1,1,4,0,11,10,10,0,0,0,0,0,0
1400000US01005950800,01005950800,"Census Tract 9508, Barbour County, Alabama",2237,2217,1364,819,12,15,0,1,6,20,11,9,0,0,0,0,0
1400000US01005950900,01005950900,"Census Tract 9509, Barbour County, Alabama",4549,4503,2159,2266,11,21,1,0,45,46,4,6,8,0,0,24,4
1400000US01007010000,01007010000,"Census Tract 100, Bibb County, Alabama",7745,7690,7025,599,19,2,0,0,45,55,33,7,0,0,0,12,3
1400000US01007010100,01007010100,"Census Tract 101, Bibb County, Alabama",7795,7715,4495,3172,8,10,2,0,28,80,14,23,0,0,0,40,3
1400000US01007010200,01007010200,"Census Tract 102, Bibb County, Alabama",5286,5211,4350,813,19,5,0,0,24,75,49,10,3,0,0,9,4
1400000US01009050101,01009050101,"Census Tract 501.01, Blount County, Alabama",6962,6193,5855,250,22,9,0,5,52,769,471,4,11,0,0,250,33
1400000US01009050102,01009050102,"Census Tract 501.02, Blount County, Alabama",6666,6024,5767,179,15,9,0,1,53,642,356,1,12,0,0,238,35
1400000US01009050200,01009050200,"Census Tract 502, Blount County, Alabama",3217,2887,2833,4,15,4,0,0,31,330,196,0,0,0,0,124,10
1400000US01009050300,01009050300,"Census Tract 503, Blount County, Alabama",5063,4839,4779,15,18,5,4,1,17,224,72,0,2,1,0,137,12
1400000US01009050400,01009050400,"Census Tract 504, Blount County, Alabama",4610,4469,4434,1,10,6,0,0,18,141,82,1,0,0,4,54,0
1400000US01009050500,01009050500,"Census Tract 505, Blount County, Alabama",6803,6327,6186,2,40,14,2,5,78,476,247,0,11,0,2,208,8
1400000US01009050600,01009050600,"Census Tract 506, Blount County, Alabama",10137,10047,9736,141,56,16,0,2,96,90,62,0,1,0,0,19,8
1400000US01009050700,01009050700,"Census Tract 507, Blount County, Alabama",7566,7520,7409,6,36,7,0,0,62,46,27,2,1,0,0,10,6
1400000US01011952100,01011952100,"Census Tract 9521, Bullock County, Alabama",1705,1696,189,1497,4,0,0,0,6,9,0,6,0,0,0,2,1
1400000US01011952200,01011952200,"Census Tract 9522, Bullock County, Alabama",7170,6889,1400,5387,25,19,1,6,51,281,192,44,6,0,1,35,3
1400000US01011952300,01011952300,"Census Tract 9523, Bullock County, Alabama",1021,1004,402,594,0,2,0,0,6,17,0,15,1,0,0,0,1
1400000US01011952400,01011952400,"Census Tract 9524, Bullock County, Alabama",1818,1803,773,1008,8,0,0,0,14,15,2,13,0,0,0,0,0
1400000US01013952700,01013952700,"Census Tract 9527, Butler County, Alabama",2330,2321,1256,1045,4,11,0,0,5,9,7,0,0,0,0,1,1
1400000US01013952800,01013952800,"Census Tract 9528, Butler County, Alabama",1489,1476,1308,140,16,9,0,1,2,13,11,0,0,0,0,2,0
1400000US01013952900,01013952900,"Census Tract 9529, Butler County, Alabama",1928,1921,881,1025,2,9,0,0,4,7,4,2,0,0,0,1,0
1400000US01013953000,01013953000,"Census Tract 9530, Butler County, Alabama",1693,1683,967,710,2,0,0,0,4,10,8,2,0,0,0,0,0
1400000US01013953100,01013953100,"Census Tract 9531, Butler County, Alabama",3087,3055,1057,1977,1,2,0,1,17,32,5,23,0,0,0,2,2
1400000US01013953200,01013953200,"Census Tract 9532, Butler County, Alabama",4442,4407,2743,1643,8,2,0,0,11,35,15,12,0,0,0,1,7
1400000US01013953300,01013953300,"Census Tract 9533, Butler County, Alabama",1962,1959,1711,235,2,0,0,0,11,3,3,0,0,0,0,0,0
1400000US01013953400,01013953400,"Census Tract 9534, Butler County, Alabama",2946,2922,1304,1598,4,1,0,0,15,24,10,14,0,0,0,0,0
1400000US01013953500,01013953500,"Census Tract 9535, Butler County, Alabama",1522,1512,1202,298,5,0,0,2,5,10,0,8,1,1,0,0,0
1400000US01015000100,01015000100,"Census Tract 1, Calhoun County, Alabama",2279,2197,1236,859,8,36,1,11,46,82,57,4,5,0,0,16,0
1400000US01015000200,01015000200,"Census Tract 2, Calhoun County, Alabama",3084,3029,1775,1203,8,14,1,2,26,55,21,5,0,1,0,27,1
1400000US01015000300,01015000300,"Census Tract 3, Calhoun County, Alabama",3545,3482,749,2667,7,5,11,5,38,63,18,13,0,1,0,29,2
1400000US01015000400,01015000400,"Census Tract 4, Calhoun County, Alabama",2777,2743,1127,1586,9,3,2,1,15,34,26,6,0,0,0,2,0
1400000US01015000500,01015000500,"Census Tract 5, Calhoun County, Alabama",2372,2355,153,2182,5,1,1,0,13,17,4,11,0,0,0,2,0
1400000US01015000600,01015000600,"Census Tract 6, Calhoun County, Alabama",2439,2418,543,1836,14,1,0,3,21,21,4,11,0,2,0,3,1
1400000US01015000800,01015000800,"Census Tract 8, Calhoun County, Alabama",1475,1448,663,771,0,9,0,0,5,27,22,0,0,0,0,1,4
1400000US01015000900,01015000900,"Census Tract 9, Calhoun County, Alabama",3705,3659,3104,499,7,34,0,2,13,46,30,1,5,0,0,7,3
1400000US01015001000,01015001000,"Census Tract 10, Calhoun County, Alabama",5538,5410,4653,602,14,92,4,0,45,128,74,2,0,0,1,40,11
1400000US01015001100,01015001100,"Census Tract 11, Calhoun County, Alabama",6096,5757,5094,555,20,49,1,3,35,339,172,0,6,0,0,151,10
1400000US01015001200,01015001200,"Census Tract 12, Calhoun County, Alabama",7545,7419,5863,1441,30,16,2,4,63,126,56,2,0,1,1,55,11
1400000US01015001300,01015001300,"Census Tract 13, Calhoun County, Alabama",2481,2456,2369,28,16,1,1,0,41,25,16,0,0,0,0,7,2
1400000US01015001400,01015001400,"Census Tract 14, Calhoun County, Alabama",3545,3518,2719,767,19,1,0,0,12,27,17,0,0,0,0,9,1
1400000US01015001500,01015001500,"Census Tract 15, Calhoun County, Alabama",5471,5415,5001,321,32,5,4,4,48,56,31,2,0,0,0,19,4
1400000US01015001600,01015001600,"Census Tract 16, Calhoun County, Alabama",3822,3774,3398,305,14,18,1,6,32,48,21,0,1,0,0,19,7
1400000US01015001700,01015001700,"Census Tract 17, Calhoun County, Alabama",6530,6408,5230,1026,22,70,4,5,51,122,55,14,0,0,0,44,9
1400000US01015001800,01015001800,"Census Tract 18, Calhoun County, Alabama",6653,6559,5813,509,30,74,25,8,100,94,58,3,0,0,0,27,6
1400000US01015001900,01015001900,"Census Tract 19, Calhoun County, Alabama",19,19,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1400000US01015002000,01015002000,"Census Tract 20, Calhoun County, Alabama",5539,5500,5189,252,22,9,1,1,26,39,36,1,0,0,0,0,2
1400000US01015002101,01015002101,"Census Tract 21.01, Calhoun County, Alabama",2637,2583,1821,683,14,38,2,6,19,54,25,0,0,0,0,23,6
1400000US01015002102,01015002102,"Census Tract 21.02, Calhoun County, Alabama",2651,2626,2295,267,8,28,1,1,26,25,16,1,0,0,0,6,2
1400000US01015002103,01015002103,"Census Tract 21.03, Calhoun County, Alabama",4569,4457,3403,910,12,54,4,16,58,112,54,2,0,2,0,40,14
1400000US01015002200,01015002200,"Census Tract 22, Calhoun County, Alabama",3784,3748,3596,115,8,3,0,0,26,36,18,0,0,0,0,17,1
1400000US01015002300,01015002300,"Census Tract 23, Calhoun County, Alabama",4043,4006,3421,518,11,1,1,2,52,37,21,6,1,1,0,8,0
1400000US01015002400,01015002400,"Census Tract 24, Calhoun County, Alabama",4357,4317,4161,76,32,11,1,0,36,40,29,0,0,0,0,2,9
1400000US01015002501,01015002501,"Census Tract 25.01, Calhoun County, Alabama",6635,6596,6021,488,30,27,4,3,23,39,22,0,0,0,0,11,6
1400000US01015002502,01015002502,"Census Tract 25.02, Calhoun County, Alabama",4395,4358,4224,62,11,17,1,0,43,37,16,1,0,0,0,15,5
1400000US01015002600,01015002600,"Census Tract 26, Calhoun County, Alabama",4263,4239,3961,197,24,5,1,2,49,24,20,0,0,0,0,2,2
1400000US01017953800,01017953800,"Census Tract 9538, Chambers County, Alabama",3673,3653,2382,1246,7,1,0,0,17,20,15,4,0,0,0,0,1
1400000US01017953900,01017953900,"Census Tract 9539, Chambers County, Alabama",3373,3361,1663,1670,3,4,0,3,18,12,6,5,0,0,0,1,0
1400000US01017954000,01017954000,"Census Tract 9540, Chambers County, Alabama",7202,7136,2934,4157,5,10,0,1,29,66,25,20,0,0,0,17,4
1400000US01017954200,01017954200,"Census Tract 9542, Chambers County, Alabama",3678,3644,2774,832,4,3,0,3,28,34,18,7,0,0,0,3,6
1400000US01017954300,01017954300,"Census Tract 9543, Chambers County, Alabama",4369,4339,2739,1545,8,20,0,6,21,30,17,10,0,0,0,3,0
1400000US01017954400,01017954400,"Census Tract 9544, Chambers County, Alabama",1455,1451,305,1125,0,4,0,0,17,4,2,1,0,0,0,1,0
1400000US01017954500,01017954500,"Census Tract 9545, Chambers County, Alabama",4403,4354,2643,1670,7,9,0,0,25,49,28,12,0,0,0,3,6
1400000US01017954600,01017954600,"Census Tract 9546, Chambers County, Alabama",3592,3576,3167,371,6,13,0,0,19,16,13,2,0,0,0,1,0
1400000US01017954700,01017954700,"Census Tract 9547, Chambers County, Alabama",4838,4789,3504,1256,9,4,0,0,16,49,36,10,0,0,0,1,2
1400000US01019955700,01019955700,"Census Tract 9557, Cherokee County, Alabama",6804,6771,6347,326,24,9,0,0,65,33,26,3,0,0,0,3,1
1400000US01019955800,01019955800,"Census Tract 9558, Cherokee County, Alabama",4767,4683,4493,133,18,7,0,0,32,84,31,0,0,0,0,46,7
1400000US01019955900,01019955900,"Census Tract 9559, Cherokee County, Alabama",4055,4034,3642,353,7,1,0,3,28,21,14,0,0,0,0,7,0
1400000US01019956000,01019956000,"Census Tract 9560, Cherokee County, Alabama",3678,3647,3370,226,14,7,0,0,30,31,21,0,1,1,0,5,3
1400000US01019956100,01019956100,"Census Tract 9561, Cherokee County, Alabama",4684,4649,4312,289,11,8,0,0,29,35,12,0,0,1,0,19,3
1400000US01021060101,01021060101,"Census Tract 601.01, Chilton County, Alabama",4811,4675,3345,1284,11,7,0,1,27,136,60,21,0,0,0,50,5
1400000US01021060102,01021060102,"Census Tract 601.02, Chilton County, Alabama",5525,5355,4740,523,15,22,0,9,46,170,58,4,0,0,3,103,2
1400000US01021060200,01021060200,"Census Tract 602, Chilton County, Alabama",2681,2617,2565,27,2,8,0,0,15,64,47,0,0,0,0,10,7
1400000US01021060300,01021060300,"Census Tract 603, Chilton County, Alabama",3162,3058,3001,22,15,1,0,0,19,104,38,0,0,1,1,63,1
1400000US01021060401,01021060401,"Census Tract 604.01, Chilton County, Alabama",5167,4932,4455,424,15,13,1,3,21,235,63,33,0,0,0,127,12
1400000US01021060402,01021060402,"Census Tract 604.02, Chilton County, Alabama",7530,7320,6822,421,14,6,0,1,56,210,86,2,0,2,0,103,17
1400000US01021060500,01021060500,"Census Tract 605, Chilton County, Alabama",3241,3210,2376,815,9,1,0,0,9,31,13,6,0,0,0,12,0
1400000US01021060600,01021060600,"Census Tract 606, Chilton County, Alabama",2984,2853,2691,133,18,4,0,0,7,131,38,0,0,0,0,84,9
1400000US01021060700,01021060700,"Census Tract 607, Chilton County, Alabama",4492,4421,3902,482,12,3,1,2,19,71,30,3,0,4,0,31,3
1400000US01023956700,01023956700,"Census Tract 9567, Choctaw County, Alabama",3883,3850,783,3040,5,0,0,5,17,33,5,24,0,0,0,0,4
1400000US01023956800,01023956800,"Census Tract 9568, Choctaw County, Alabama",5188,5156,3264,1861,6,4,0,9,12,32,21,7,0,0,0,2,2
1400000US01023956900,01023956900,"Census Tract 9569, Choctaw County, Alabama",4219,4193,3407,760,6,1,0,0,19,26,20,4,1,1,0,0,0
1400000US01023957000,01023957000,"Census Tract 9570, Choctaw County, Alabama",2632,2616,1270,1324,7,1,0,1,13,16,9,7,0,0,0,0,0
1400000US01025957500,01025957500,"Census Tract 9575, Clarke County, Alabama",2013,2006,1427,563,3,0,0,0,13,7,4,3,0,0,0,0,0
1400000US01025957600,01025957600,"Census Tract 9576, Clarke County, Alabama",7017,6965,4278,2627,9,16,1,4,30,52,17,10,1,0,0,22,2
1400000US01025957700,01025957700,"Census Tract 9577, Clarke County, Alabama",1534,1521,786,723,1,4,0,0,7,13,0,12,0,0,0,1,0
1400000US01025957800,01025957800,"Census Tract 9578, Clarke County, Alabama",6076,6030,3009,2984,9,0,0,1,27,46,22,20,0,0,0,4,0
1400000US01025957901,01025957901,"Census Tract 9579.01, Clarke County, Alabama",3491,3479,2468,978,8,4,0,1,20,12,7,4,0,0,0,1,0
1400000US01025957902,01025957902,"Census Tract 9579.02, Clarke County, Alabama",4576,4544,2558,1934,15,20,0,3,14,32,10,15,0,0,0,7,0
1400000US01025958000,01025958000,"Census Tract 9580, Clarke County, Alabama",3160,3142,993,2109,16,1,0,1,22,18,10,7,0,0,0,0,1
1400000US01027958900,01027958900,"Census Tract 9589, Clay County, Alabama",5281,5175,3986,1126,14,9,1,1,38,106,59,6,1,0,0,40,0
1400000US01027959000,01027959000,"Census Tract 9590, Clay County, Alabama",3374,3275,2596,647,5,2,0,2,23,99,65,13,0,0,0,17,4
1400000US01027959100,01027959100,"Census Tract 9591, Clay County, Alabama",3141,3099,3015,41,15,1,0,0,27,42,31,0,0,2,2,5,2
1400000US01027959200,01027959200,"Census Tract 9592, Clay County, Alabama",2458,2452,2019,405,10,0,0,0,18,6,5,0,0,0,0,1,0
1400000US01029959500,01029959500,"Census Tract 9595, Cleburne County, Alabama",2225,2220,2188,2,3,3,0,0,24,5,5,0,0,0,0,0,0
1400000US01029959600,01029959600,"Census Tract 9596, Cleburne County, Alabama",3881,3826,3405,365,8,10,0,0,38,55,30,1,0,0,0,24,0
1400000US01029959700,01029959700,"Census Tract 9597, Cleburne County, Alabama",3715,3610,3402,154,19,1,1,1,32,105,89,0,0,0,0,15,1
1400000US01029959800,01029959800,"Census Tract 9598, Cleburne County, Alabama",4302,4269,4240,0,11,5,0,0,13,33,21,1,1,1,0,8,1
1400000US01031010100,01031010100,"Census Tract 101, Coffee County, Alabama",1817,1806,1682,59,56,1,0,0,8,11,9,1,0,0,0,0,1
1400000US01031010200,01031010200,"Census Tract 102, Coffee County, Alabama",1816,1797,1578,159,36,0,1,1,22,19,9,3,6,0,0,0,1
1400000US01031010300,01031010300,"Census Tract 103, Coffee County, Alabama",3792,3742,3167,412,58,14,0,5,86,50,31,3,0,0,0,8,8
1400000US01031010400,01031010400,"Census Tract 104, Coffee County, Alabama",2343,2308,1835,403,35,2,1,0,32,35,16,9,0,0,0,3,7
1400000US01031010500,01031010500,"Census Tract 105, Coffee County, Alabama",4795,4761,3153,1544,17,4,0,3,40,34,14,6,3,0,0,6,5
1400000US01031010600,01031010600,"Census Tract 106, Coffee County, Alabama",1508,1506,1420,24,19,1,0,0,42,2,2,0,0,0,0,0,0
1400000US01031010700,01031010700,"Census Tract 107, Coffee County, Alabama",2282,2253,2085,87,53,5,0,1,22,29,17,1,0,0,0,10,1
1400000US01031010800,01031010800,"Census Tract 108, Coffee County, Alabama",2221,2199,2089,73,2,18,1,4,12,22,8,0,0,0,0,13,1
1400000US01031010900,01031010900,"Census Tract 109, Coffee County, Alabama",2219,2149,1427,685,10,3,2,0,22,70,26,3,0,4,0,33,4
1400000US01031011000,01031011000,"Census Tract 110, Coffee County, Alabama",2853,2748,1803,877,8,15,1,2,42,105,41,8,0,0,0,49,7
1400000US01031011100,01031011100,"Census Tract 111, Coffee County, Alabama",1868,1808,1590,196,2,9,0,0,11,60,32,5,0,0,0,18,5
1400000US01031011201,01031011201,"Census Tract 112.01, Coffee County, Alabama",5556,5404,4967,224,17,84,10,14,88,152,115,1,1,0,0,27,8
1400000US01031011202,01031011202,"Census Tract 112.02, Coffee County, Alabama",6632,6176,4406,1312,52,226,21,28,131,456,250,15,0,1,1,142,47
1400000US01031011300,01031011300,"Census Tract 113, Coffee County, Alabama",3913,3775,1769,1895,21,27,3,0,60,138,90,8,0,0,0,23,17
1400000US01033020100,01033020100,"Census Tract 201, Colbert County, Alabama",3779,3721,2978,674,18,8,4,3,36,58,32,1,3,0,0,22,0
1400000US01033020200,01033020200,"Census Tract 202, Colbert County, Alabama",2060,2015,1639,310,11,8,0,1,46,45,18,1,0,0,0,22,4
1400000US01033020300,01033020300,"Census Tract 203, Colbert County, Alabama",2342,2306,783,1489,4,1,0,0,29,36,19,11,0,0,0,6,0
1400000US01033020400,01033020400,"Census Tract 204, Colbert County, Alabama",1491,1485,1415,46,3,10,0,1,10,6,6,0,0,0,0,0,0
1400000US01033020500,01033020500,"Census Tract 205, Colbert County, Alabama",4894,4864,4361,432,12,7,0,4,48,30,22,3,0,0,0,4,1
1400000US01033020600,01033020600,"Census Tract 206, Colbert County, Alabama",3815,3766,2317,1408,9,6,0,4,22,49,31,4,2,0,0,4,8
1400000US01033020701,01033020701,"Census Tract 207.01, Colbert County, Alabama",5918,5835,4922,826,9,34,0,1,43,83,42,4,3,0,0,27,7
1400000US01033020702,01033020702,"Census Tract 207.02, Colbert County, Alabama",9019,8925,7495,1298,40,34,0,7,51,94,55,11,0,0,0,14,14
1400000US01033020801,01033020801,"Census Tract 208.01, Colbert County, Alabama",4496,4461,3424,970,12,14,2,0,39,35,25,4,1,0,0,0,5
1400000US01033020802,01033020802,"Census Tract 208.02, Colbert County, Alabama",3986,3936,3133,730,30,0,5,0,38,50,29,0,0,4,1,15,1
1400000US01033020900,01033020900,"Census Tract 209, Colbert County, Alabama",8707,8622,8113,431,27,3,0,4,44,85,47,2,1,0,0,25,10
1400000US01033021000,01033021000,"Census Tract 210, Colbert County, Alabama",4477,4430,3890,482,20,2,0,5,31,47,29,0,0,0,0,18,0
1400000US01035960200,01035960200,"Census Tract 9602, Conecuh County, Alabama",1928,1913,836,1072,1,3,0,0,1,15,1,13,0,0,0,0,1
1400000US01035960300,01035960300,"Census Tract 9603, Conecuh County, Alabama",1967,1951,1485,435,2,0,0,4,25,16,11,0,1,0,0,4,0
1400000US01035960400,01035960400,"Census Tract 9604, Conecuh County, Alabama",3580,3558,1902,1622,6,0,5,0,23,22,6,15,0,0,0,1,0
1400000US01035960500,01035960500,"Census Tract 9605, Conecuh County, Alabama",1689,1680,1051,602,10,11,0,2,4,9,2,5,0,0,1,1,0
1400000US01035960600,01035960600,"Census Tract 9606, Conecuh County, Alabama",4925,4885,2486,2360,8,2,0,0,29,40,26,12,0,0,1,0,1
1400000US01037961000,01037961000,"Census Tract 9610, Coosa County, Alabama",4613,4578,1790,2745,11,3,0,6,23,35,16,16,0,0,0,1,2
1400000US01037961100,01037961100,"Census Tract 9611, Coosa County, Alabama",4142,4116,3803,250,21,0,0,2,40,26,19,2,0,0,0,5,0
1400000US01037961200,01037961200,"Census Tract 9612, Coosa County, Alabama",3447,3350,2149,1152,7,2,0,1,39,97,25,7,0,0,1,61,3
1400000US01039961600,01039961600,"Census Tract 9616, Covington County, Alabama",3936,3925,3740,139,22,4,0,0,20,11,5,0,0,0,0,5,1
1400000US01039961700,01039961700,"Census Tract 9617, Covington County, Alabama",4380,4361,3744,566,23,2,1,5,20,19,18,0,0,0,0,0,1
1400000US01039961800,01039961800,"Census Tract 9618, Covington County, Alabama",2987,2971,2383,557,15,1,0,1,14,16,8,0,0,0,0,7,1
1400000US01039961900,01039961900,"Census Tract 9619, Covington County, Alabama",2198,2181,1901,249,4,11,0,1,15,17,11,3,0,0,0,3,0
1400000US01039962000,01039962000,"Census Tract 9620, Covington County, Alabama",4005,3967,2906,1006,23,7,0,1,24,38,24,3,0,0,0,10,1
1400000US01039962100,01039962100,"Census Tract 9621, Covington County, Alabama",2024,1998,1497,465,5,10,2,0,19,26,21,3,0,0,0,1,1
1400000US01039962300,01039962300,"Census Tract 9623, Covington County, Alabama",3052,3034,2993,9,15,2,0,1,14,18,13,0,0,0,0,4,1
1400000US01039962400,01039962400,"Census Tract 9624, Covington County, Alabama",3235,3222,3063,126,11,4,0,0,18,13,12,0,1,0,0,0,0
1400000US01039962500,01039962500,"Census Tract 9625, Covington County, Alabama",1674,1664,1610,40,1,1,0,0,12,10,8,0,0,0,0,2,0
1400000US01039962600,01039962600,"Census Tract 9626, Covington County, Alabama",1444,1432,1318,94,11,4,0,0,5,12,9,1,0,0,0,1,1
1400000US01039962700,01039962700,"Census Tract 9627, Covington County, Alabama",1811,1796,944,836,5,6,0,1,4,15,4,7,0,1,0,1,2
1400000US01039962800,01039962800,"Census Tract 9628, Covington County, Alabama",1676,1667,1632,13,13,0,0,0,9,9,4,0,0,0,0,5,0
1400000US01039962900,01039962900,"Census Tract 9629, Covington County, Alabama",1666,1653,1599,41,0,0,0,0,13,13,12,1,0,0,0,0,0
1400000US01039963000,01039963000,"Census Tract 9630, Covington County, Alabama",3543,3468,2917,477,32,12,0,1,29,75,40,12,0,0,2,13,8
1400000US01041963400,01041963400,"Census Tract 9634, Crenshaw County, Alabama",1855,1842,1065,760,8,0,0,0,9,13,3,9,0,0,0,0,1
1400000US01041963500,01041963500,"Census Tract 9635, Crenshaw County, Alabama",1954,1928,1616,279,10,2,0,1,20,26,21,0,0,0,0,5,0
1400000US01041963600,01041963600,"Census Tract 9636, Crenshaw County, Alabama",3143,3121,2286,798,7,11,1,0,18,22,7,9,0,0,0,6,0
1400000US01041963700,01041963700,"Census Tract 9637, Crenshaw County, Alabama",3434,3422,2630,746,15,1,0,4,26,12,9,0,0,0,0,0,3
1400000US01041963800,01041963800,"Census Tract 9638, Crenshaw County, Alabama",1784,1776,1257,498,6,1,0,4,10,8,3,0,0,0,0,5,0
1400000US01041963900,01041963900,"Census Tract 9639, Crenshaw County, Alabama",1495,1489,1188,288,5,0,0,2,6,6,3,1,0,0,0,0,2
