GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHH,AIANHHA,TRACTA,C_CITYA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,DIVISION,DIVISIONA,MSA_CMSA,MSA_CMSAA,PLACE,PLACEA,PMSA,PMSAA,REGION,REGIONA,STATE,STATEA,URB_AREA,URB_AREAA,ANPSADPI,FGW001
G1600410,1990,"","","","","","","",Franklin,041,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Franklin County,77798084
G1600430,1990,"","","","","","","",Fremont,043,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Fremont County,94620563
G1600450,1990,"","","","","","","",Gem,045,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Gem County,122796687
G1600470,1990,"","","","","","","",Gooding,047,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Gooding County,109941203
G1600490,1990,"","","","","","","",Idaho,049,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Idaho County,142813637
G1600510,1990,"","","","","","","",Jefferson,051,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Jefferson County,149004966
G1600530,1990,"","","","","","","",Jerome,053,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Jerome County,146474048
G1600550,1990,"","","","","","","",Kootenai,055,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Kootenai County,852731816
G1600570,1990,"","","","","","","",Latah,057,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Latah County,319541678
G1600590,1990,"","","","","","","",Lemhi,059,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Lemhi County,72989094
G1600610,1990,"","","","","","","",Lewis,061,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Lewis County,34558141
G1600630,1990,"","","","","","","",Lincoln,063,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Lincoln County,30562056
G1600650,1990,"","","","","","","",Madison,065,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Madison County,171274186
G1600670,1990,"","","","","","","",Minidoka,067,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Minidoka County,195982834
G1600690,1990,"","","","","","","",Nez Perce,069,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Nez Perce County,418100161
G1600710,1990,"","","","","","","",Oneida,071,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Oneida County,30441085
G1600730,1990,"","","","","","","",Owyhee,073,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Owyhee County,79514721
G1600750,1990,"","","","","","","",Payette,075,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Payette County,154464570
G1600770,1990,"","","","","","","",Power,077,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Power County,70417649
G1600790,1990,"","","","","","","",Shoshone,079,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Shoshone County,143926882
G1600810,1990,"","","","","","","",Teton,081,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Teton County,30479745
G1600830,1990,"","","","","","","",Twin Falls,083,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Twin Falls County,585943701
G1600850,1990,"","","","","","","",Valley,085,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Valley County,75398994
G1600870,1990,"","","","","","","",Washington,087,"","","",8,"",9999,"","","",9999,"",4,Idaho,16,"","",Washington County,77962820
G1700010,1990,"","","","","","","",Adams,001,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Adams County,751190827
G1700030,1990,"","","","","","","",Alexander,003,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Alexander County,92516584
G1700050,1990,"","","","","","","",Bond,005,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Bond County,152572051
G1700070,1990,"","","","","","","",Boone,007,"","","",3,"",6880,"","","",9999,"",2,Illinois,17,"","",Boone County,439832958
G1700090,1990,"","","","","","","",Brown,009,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Brown County,49022795
G1700110,1990,"","","","","","","",Bureau,011,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Bureau County,423030880
G1700130,1990,"","","","","","","",Calhoun,013,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Calhoun County,51181883
G1700150,1990,"","","","","","","",Carroll,015,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Carroll County,206510239
G1700170,1990,"","","","","","","",Cass,017,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Cass County,145033022
G1700190,1990,"","","","","","","",Champaign,019,"","","",3,"",1400,"","","",9999,"",2,Illinois,17,"","",Champaign County,2165034307
G1700210,1990,"","","","","","","",Christian,021,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Christian County,398195161
G1700230,1990,"","","","","","","",Clark,023,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Clark County,175130568
G1700250,1990,"","","","","","","",Clay,025,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Clay County,135604370
G1700270,1990,"","","","","","","",Clinton,027,"","","",3,"",7040,"","","",9999,"",2,Illinois,17,"","",Clinton County,377026403
G1700290,1990,"","","","","","","",Coles,029,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Coles County,567780829
G1700310,1990,"","","","","","","",Cook,031,"","","",3,"",1602,"","","",1600,"",2,Illinois,17,"","",Cook County,79249012345
G1700330,1990,"","","","","","","",Crawford,033,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Crawford County,227505082
G1700350,1990,"","","","","","","",Cumberland,035,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Cumberland County,112197310
G1700370,1990,"","","","","","","",DeKalb,037,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",DeKalb County,940220687
G1700390,1990,"","","","","","","",De Witt,039,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",De Witt County,209511467
G1700410,1990,"","","","","","","",Douglas,041,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Douglas County,221590823
G1700430,1990,"","","","","","","",Dupage,043,"","","",3,"",1602,"","","",1600,"",2,Illinois,17,"","",DuPage County,16468033863
G1700450,1990,"","","","","","","",Edgar,045,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Edgar County,216552093
G1700470,1990,"","","","","","","",Edwards,047,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Edwards County,79696814
G1700490,1990,"","","","","","","",Effingham,049,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Effingham County,375967803
G1700510,1990,"","","","","","","",Fayette,051,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Fayette County,210398183
G1700530,1990,"","","","","","","",Ford,053,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Ford County,167615184
G1700550,1990,"","","","","","","",Franklin,055,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Franklin County,410001912
G1700570,1990,"","","","","","","",Fulton,057,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Fulton County,396904022
G1700590,1990,"","","","","","","",Gallatin,059,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Gallatin County,70891576
G1700610,1990,"","","","","","","",Greene,061,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Greene County,148908891
G1700630,1990,"","","","","","","",Grundy,063,"","","",3,"",1602,"","","",3690,"",2,Illinois,17,"","",Grundy County,465794368
G1700650,1990,"","","","","","","",Hamilton,065,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Hamilton County,83875329
G1700670,1990,"","","","","","","",Hancock,067,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Hancock County,239738106
G1700690,1990,"","","","","","","",Hardin,069,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Hardin County,43411262
G1700710,1990,"","","","","","","",Henderson,071,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Henderson County,85853268
G1700730,1990,"","","","","","","",Henry,073,"","","",3,"",1960,"","","",9999,"",2,Illinois,17,"","",Henry County,620723278
G1700750,1990,"","","","","","","",Iroquois,075,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Iroquois County,355256586
G1700770,1990,"","","","","","","",Jackson,077,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Jackson County,584834726
G1700790,1990,"","","","","","","",Jasper,079,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Jasper County,109249316
G1700810,1990,"","","","","","","",Jefferson,081,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Jefferson County,416596783
G1700830,1990,"","","","","","","",Jersey,083,"","","",3,"",7040,"","","",9999,"",2,Illinois,17,"","",Jersey County,224842732
G1700850,1990,"","","","","","","",Jo Daviess,085,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Jo Daviess County,269610182
G1700870,1990,"","","","","","","",Johnson,087,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Johnson County,95853693
G1700890,1990,"","","","","","","",Kane,089,"","","",3,"",1602,"","","",0620,"",2,Illinois,17,"","",Kane County,5007282185
G1700910,1990,"","","","","","","",Kankakee,091,"","","",3,"",3740,"","","",9999,"",2,Illinois,17,"","",Kankakee County,1142147881
G1700930,1990,"","","","","","","",Kendall,093,"","","",3,"",1602,"","","",0620,"",2,Illinois,17,"","",Kendall County,630579715
G1700950,1990,"","","","","","","",Knox,095,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Knox County,659064554
G1700970,1990,"","","","","","","",Lake,097,"","","",3,"",1602,"","","",3965,"",2,Illinois,17,"","",Lake County,11049582351
G1700990,1990,"","","","","","","",La Salle,099,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",La Salle County,1307316487
G1701010,1990,"","","","","","","",Lawrence,101,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Lawrence County,160156844
G1701030,1990,"","","","","","","",Lee,103,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Lee County,403607071
G1701050,1990,"","","","","","","",Livingston,105,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Livingston County,452787090
G1701070,1990,"","","","","","","",Logan,107,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Logan County,344676914
G1701090,1990,"","","","","","","",McDonough,109,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",McDonough County,328065482
G1701110,1990,"","","","","","","",McHenry,111,"","","",3,"",1602,"","","",1600,"",2,Illinois,17,"","",McHenry County,3141808606
G1701130,1990,"","","","","","","",McLean,113,"","","",3,"",1040,"","","",9999,"",2,Illinois,17,"","",McLean County,1779915892
G1701150,1990,"","","","","","","",Macon,115,"","","",3,"",2040,"","","",9999,"",2,Illinois,17,"","",Macon County,1596494335
G1701170,1990,"","","","","","","",Macoupin,117,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Macoupin County,534852597
G1701190,1990,"","","","","","","",Madison,119,"","","",3,"",7040,"","","",9999,"",2,Illinois,17,"","",Madison County,3275556926
G1701210,1990,"","","","","","","",Marion,121,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Marion County,472087262
G1701230,1990,"","","","","","","",Marshall,123,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Marshall County,153734737
G1701250,1990,"","","","","","","",Mason,125,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Mason County,179186860
G1701270,1990,"","","","","","","",Massac,127,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Massac County,149461781
G1701290,1990,"","","","","","","",Menard,129,"","","",3,"",7880,"","","",9999,"",2,Illinois,17,"","",Menard County,143310987
G1701310,1990,"","","","","","","",Mercer,131,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Mercer County,206001154
G1701330,1990,"","","","","","","",Monroe,133,"","","",3,"",7040,"","","",9999,"",2,Illinois,17,"","",Monroe County,306737876
G1701350,1990,"","","","","","","",Montgomery,135,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Montgomery County,318852711
G1701370,1990,"","","","","","","",Morgan,137,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Morgan County,436646783
G1701390,1990,"","","","","","","",Moultrie,139,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Moultrie County,161363046
G1701410,1990,"","","","","","","",Ogle,141,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Ogle County,589928260
G1701430,1990,"","","","","","","",Peoria,143,"","","",3,"",6120,"","","",9999,"",2,Illinois,17,"","",Peoria County,2515243878
G1701450,1990,"","","","","","","",Perry,145,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Perry County,228345316
G1701470,1990,"","","","","","","",Piatt,147,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Piatt County,210703306
G1701490,1990,"","","","","","","",Pike,149,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Pike County,177250340
G1701510,1990,"","","","","","","",Pope,151,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Pope County,38029371
G1701530,1990,"","","","","","","",Pulaski,153,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Pulaski County,63679820
G1701550,1990,"","","","","","","",Putnam,155,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Putnam County,78214815
G1701570,1990,"","","","","","","",Randolph,157,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Randolph County,368108103
G1701590,1990,"","","","","","","",Richland,159,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Richland County,192294652
G1701610,1990,"","","","","","","",Rock Island,161,"","","",3,"",1960,"","","",9999,"",2,Illinois,17,"","",Rock Island County,1948038354
G1701630,1990,"","","","","","","",St Clair,163,"","","",3,"",7040,"","","",9999,"",2,Illinois,17,"","",St. Clair County,3102042566
G1701650,1990,"","","","","","","",Saline,165,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Saline County,264660132
G1701670,1990,"","","","","","","",Sangamon,167,"","","",3,"",7880,"","","",9999,"",2,Illinois,17,"","",Sangamon County,2640248776
G1701690,1990,"","","","","","","",Schuyler,169,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Schuyler County,75377380
G1701710,1990,"","","","","","","",Scott,171,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Scott County,58701801
G1701730,1990,"","","","","","","",Shelby,173,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Shelby County,254514507
G1701750,1990,"","","","","","","",Stark,175,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Stark County,72597150
G1701770,1990,"","","","","","","",Stephenson,177,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Stephenson County,625524620
G1701790,1990,"","","","","","","",Tazewell,179,"","","",3,"",6120,"","","",9999,"",2,Illinois,17,"","",Tazewell County,1681363872
G1701810,1990,"","","","","","","",Union,181,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Union County,173125998
G1701830,1990,"","","","","","","",Vermilion,183,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Vermilion County,1023399352
G1701850,1990,"","","","","","","",Wabash,185,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Wabash County,156993456
G1701870,1990,"","","","","","","",Warren,187,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Warren County,198540815
G1701890,1990,"","","","","","","",Washington,189,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Washington County,171594416
G1701910,1990,"","","","","","","",Wayne,191,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Wayne County,173576558
G1701930,1990,"","","","","","","",White,193,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",White County,186022763
G1701950,1990,"","","","","","","",Whiteside,195,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Whiteside County,727512457
G1701970,1990,"","","","","","","",Will,197,"","","",3,"",1602,"","","",3690,"",2,Illinois,17,"","",Will County,5333856861
G1701990,1990,"","","","","","","",Williamson,199,"","","",3,"",9999,"","","",9999,"",2,Illinois,17,"","",Williamson County,642661838
G1702010,1990,"","","","","","","",Winnebago,201,"","","",3,"",6880,"","","",9999,"",2,Illinois,17,"","",Winnebago County,3645598167
G1702030,1990,"","","","","","","",Woodford,203,"","","",3,"",6120,"","","",9999,"",2,Illinois,17,"","",Woodford County,435388204
G1800010,1990,"","","","","","","",Adams,001,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Adams County,356512753
G1800030,1990,"","","","","","","",Allen,003,"","","",3,"",2760,"","","",9999,"",2,Indiana,18,"","",Allen County,4365204052
G1800050,1990,"","","","","","","",Bartholomew,005,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Bartholomew County,897986166
G1800070,1990,"","","","","","","",Benton,007,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Benton County,113618351
G1800090,1990,"","","","","","","",Blackford,009,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Blackford County,156939135
G1800110,1990,"","","","","","","",Boone,011,"","","",3,"",3480,"","","",9999,"",2,Indiana,18,"","",Boone County,626968929
G1800130,1990,"","","","","","","",Brown,013,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Brown County,183065390
G1800150,1990,"","","","","","","",Carroll,015,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Carroll County,227827523
G1800170,1990,"","","","","","","",Cass,017,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Cass County,449213623
G1800190,1990,"","","","","","","",Clark,019,"","","",3,"",4520,"","","",9999,"",2,Indiana,18,"","",Clark County,1051378462
G1800210,1990,"","","","","","","",Clay,021,"","","",3,"",8320,"","","",9999,"",2,Indiana,18,"","",Clay County,259829735
G1800230,1990,"","","","","","","",Clinton,023,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Clinton County,358413080
G1800250,1990,"","","","","","","",Crawford,025,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Crawford County,86920899
G1800270,1990,"","","","","","","",Daviess,027,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Daviess County,276635672
G1800290,1990,"","","","","","","",Dearborn,029,"","","",3,"",1642,"","","",1640,"",2,Indiana,18,"","",Dearborn County,483084341
G1800310,1990,"","","","","","","",Decatur,031,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Decatur County,279582025
G1800330,1990,"","","","","","","",DeKalb,033,"","","",3,"",2760,"","","",9999,"",2,Indiana,18,"","",De Kalb County,445855721
G1800350,1990,"","","","","","","",Delaware,035,"","","",3,"",5280,"","","",9999,"",2,Indiana,18,"","",Delaware County,1430747937
G1800370,1990,"","","","","","","",Dubois,037,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Dubois County,471075454
G1800390,1990,"","","","","","","",Elkhart,039,"","","",3,"",2330,"","","",9999,"",2,Indiana,18,"","",Elkhart County,2137436898
G1800410,1990,"","","","","","","",Fayette,041,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Fayette County,301195474
G1800430,1990,"","","","","","","",Floyd,043,"","","",3,"",4520,"","","",9999,"",2,Indiana,18,"","",Floyd County,843938268
G1800450,1990,"","","","","","","",Fountain,045,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Fountain County,205279939
G1800470,1990,"","","","","","","",Franklin,047,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Franklin County,218946740
G1800490,1990,"","","","","","","",Fulton,049,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Fulton County,209157316
G1800510,1990,"","","","","","","",Gibson,051,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Gibson County,366213669
G1800530,1990,"","","","","","","",Grant,053,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Grant County,894335958
G1800550,1990,"","","","","","","",Greene,055,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Greene County,324049261
G1800570,1990,"","","","","","","",Hamilton,057,"","","",3,"",3480,"","","",9999,"",2,Indiana,18,"","",Hamilton County,2212720313
G1800590,1990,"","","","","","","",Hancock,059,"","","",3,"",3480,"","","",9999,"",2,Indiana,18,"","",Hancock County,680477798
G1800610,1990,"","","","","","","",Harrison,061,"","","",3,"",4520,"","","",9999,"",2,Indiana,18,"","",Harrison County,332256864
G1800630,1990,"","","","","","","",Hendricks,063,"","","",3,"",3480,"","","",9999,"",2,Indiana,18,"","",Hendricks County,1165898859
G1800650,1990,"","","","","","","",Henry,065,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Henry County,572485229
G1800670,1990,"","","","","","","",Howard,067,"","","",3,"",3850,"","","",9999,"",2,Indiana,18,"","",Howard County,1151398604
G1800690,1990,"","","","","","","",Huntington,069,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Huntington County,442879510
G1800710,1990,"","","","","","","",Jackson,071,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Jackson County,431420770
G1800730,1990,"","","","","","","",Jasper,073,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Jasper County,275501160
G1800750,1990,"","","","","","","",Jay,075,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Jay County,220947988
G1800770,1990,"","","","","","","",Jefferson,077,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Jefferson County,337191465
G1800790,1990,"","","","","","","",Jennings,079,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Jennings County,241517667
G1800810,1990,"","","","","","","",Johnson,081,"","","",3,"",3480,"","","",9999,"",2,Indiana,18,"","",Johnson County,1297232797
G1800830,1990,"","","","","","","",Knox,083,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Knox County,432536909
G1800850,1990,"","","","","","","",Kosciusko,085,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Kosciusko County,861118914
G1800870,1990,"","","","","","","",Lagrange,087,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Lagrange County,290548716
G1800890,1990,"","","","","","","",Lake,089,"","","",3,"",1602,"","","",2960,"",2,Indiana,18,"","",Lake County,5976932499
G1800910,1990,"","","","","","","",LaPorte,091,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",La Porte County,1322923968
G1800930,1990,"","","","","","","",Lawrence,093,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Lawrence County,489077355
G1800950,1990,"","","","","","","",Madison,095,"","","",3,"",0400,"","","",9999,"",2,Indiana,18,"","",Madison County,1647000758
G1800970,1990,"","","","","","","",Marion,097,"","","",3,"",3480,"","","",9999,"",2,Indiana,18,"","",Marion County,11556672002
G1800990,1990,"","","","","","","",Marshall,099,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Marshall County,516966007
G1801010,1990,"","","","","","","",Martin,101,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Martin County,104002758
G1801030,1990,"","","","","","","",Miami,103,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Miami County,394094828
G1801050,1990,"","","","","","","",Monroe,105,"","","",3,"",1020,"","","",9999,"",2,Indiana,18,"","",Monroe County,1258976109
G1801070,1990,"","","","","","","",Montgomery,107,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Montgomery County,423487622
G1801090,1990,"","","","","","","",Morgan,109,"","","",3,"",3480,"","","",9999,"",2,Indiana,18,"","",Morgan County,726479015
G1801110,1990,"","","","","","","",Newton,111,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Newton County,161254575
G1801130,1990,"","","","","","","",Noble,113,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Noble County,443771749
G1801150,1990,"","","","","","","",Ohio,115,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Ohio County,57072151
G1801170,1990,"","","","","","","",Orange,117,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Orange County,168404885
G1801190,1990,"","","","","","","",Owen,119,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Owen County,181864017
G1801210,1990,"","","","","","","",Parke,121,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Parke County,167955020
G1801230,1990,"","","","","","","",Perry,123,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Perry County,191806342
G1801250,1990,"","","","","","","",Pike,125,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Pike County,136634128
G1801270,1990,"","","","","","","",Porter,127,"","","",3,"",1602,"","","",2960,"",2,Indiana,18,"","",Porter County,1926414074
G1801290,1990,"","","","","","","",Posey,129,"","","",3,"",2440,"","","",9999,"",2,Indiana,18,"","",Posey County,331636603
G1801310,1990,"","","","","","","",Pulaski,131,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Pulaski County,139299425
G1801330,1990,"","","","","","","",Putnam,133,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Putnam County,323300236
G1801350,1990,"","","","","","","",Randolph,135,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Randolph County,304622593
G1801370,1990,"","","","","","","",Ripley,137,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Ripley County,282766222
G1801390,1990,"","","","","","","",Rush,139,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Rush County,194447602
G1801410,1990,"","","","","","","",St Joseph,141,"","","",3,"",7800,"","","",9999,"",2,Indiana,18,"","",St. Joseph County,3226115292
G1801430,1990,"","","","","","","",Scott,143,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Scott County,204130229
G1801450,1990,"","","","","","","",Shelby,145,"","","",3,"",3480,"","","",9999,"",2,Indiana,18,"","",Shelby County,519010575
G1801470,1990,"","","","","","","",Spencer,147,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Spencer County,222096654
G1801490,1990,"","","","","","","",Starke,149,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Starke County,224261315
G1801510,1990,"","","","","","","",Steuben,151,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Steuben County,334402534
G1801530,1990,"","","","","","","",Sullivan,153,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Sullivan County,202417866
G1801550,1990,"","","","","","","",Switzerland,155,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Switzerland County,77470437
G1801570,1990,"","","","","","","",Tippecanoe,157,"","","",3,"",3920,"","","",9999,"",2,Indiana,18,"","",Tippecanoe County,1574222954
G1801590,1990,"","","","","","","",Tipton,159,"","","",3,"",3850,"","","",9999,"",2,Indiana,18,"","",Tipton County,218778646
G1801610,1990,"","","","","","","",Union,161,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Union County,73954519
G1801630,1990,"","","","","","","",Vanderburgh,163,"","","",3,"",2440,"","","",9999,"",2,Indiana,18,"","",Vanderburgh County,2192069567
G1801650,1990,"","","","","","","",Vermillion,165,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Vermillion County,187572695
G1801670,1990,"","","","","","","",Vigo,167,"","","",3,"",8320,"","","",9999,"",2,Indiana,18,"","",Vigo County,1200891503
G1801690,1990,"","","","","","","",Wabash,169,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Wabash County,389768434
G1801710,1990,"","","","","","","",Warren,171,"","","",3,"",9999,"","","",9999,"",2,Indiana,18,"","",Warren County,88027844
